Card Name,Rating - Draftmancer,Rating - AF,Set,Source,Notes,,LowInkValue,RegularInkValue,,PowerBand Options,retail Power Band
The Nokk - Water Spirit,1,D,2,Frank Karsten,,,1,1,,,
Raya - Headstrong,1,D,2,Frank Karsten,,,1,1,,,
Donald Duck - Sleepwalker,1,D,2,Frank Karsten,,,1,1,,,
I'm Stuck!,1,D,2,Frank Karsten,,,1,1,,,
You Can Fly!,1,D,2,Frank Karsten,,,1,1,,,
What did you call me?,1,D,2,Frank Karsten,,,1,1,,,
Merlin - Shapeshifter,1,D,2,Frank Karsten,,,1,1,,,
Fang Crossbow,1,D,2,Frank Karsten,,,1,1,,,
Cinderella - Ballroom Sensation,1,D,2,Frank Karsten,,,1,1,,,
Sardine Can,1,D,2,Frank Karsten,,,1,1,,,
Bibbidi Bobbidi Boo,1,D,2,Frank Karsten,,,1,1,,,
Prince John - Greediest of All,1,D,2,Frank Karsten,,,1,1,,,
Pick a Fight,1,D,2,Frank Karsten,,,1,1,,,
Launch,1,D,2,Frank Karsten,,,1,1,,,
Mrs. Judson - Housekeeper,1,D,2,Frank Karsten,,,1,1,,,
Queen of Hearts - Quick-Tempered,1,D,2,Frank Karsten,,,1,1,,,
Lady Tremaine - Overbearing Matriarch,1,D,2,Frank Karsten,,,1,1,,,
Snow White - Unexpected Houseguest,1,D,2,Frank Karsten,,,1,1,,,
Pinocchio - Talkative Puppet,1,D,2,Frank Karsten,,,1,1,,,
The Most Diabolical Scheme,1,D,2,Frank Karsten,,,1,1,,,
Dragon Gem,1,D,2,Frank Karsten,,,1,1,,,
The Sorcerer's Spellbook,1,D,2,Frank Karsten,,,1,1,,,
Honest John - Not That Honest,1,D,2,Frank Karsten,,,1,1,,,
The Queen - Disguised Peddler,1,D,2,Frank Karsten,,,1,1,,,
Falling Down the Rabbit Hole,1,D,2,Frank Karsten,,,1,1,,,
Gruesome And Grim,0,F,2,Frank Karsten,,,0,0,,,
Croquet Mallet,0,F,2,Frank Karsten,,,0,0,,,
Binding Contract,0,F,2,Frank Karsten,,,0,0,,,
Zero To Hero,0,F,2,Frank Karsten,,,0,0,,,
Sword In The Stone,0,F,2,Frank Karsten,,,0,0,,,
Perplexing Signposts,0,F,2,Frank Karsten,,,0,0,,,
Peter Pan's Dagger,0,F,2,Frank Karsten,,,0,0,,,
Sleepy's Flute,0,F,2,Frank Karsten,,,0,0,,,
Maurice's Workshop,0,F,2,Frank Karsten,,,0,0,,,
Ratigan's Marvelous Trap,0,F,2,Frank Karsten,,,0,0,,,
Robin Hood - Champion of Sherwood,5,A,3,Frank Karsten,,,5,5,,,
Hydra - Deadly Serpent,5,A,3,Frank Karsten,,,5,5,,,
Madame Medusa - The Boss,5,A,3,Frank Karsten,,,5,5,,,
Simba - Fighting Prince,5,A,3,Frank Karsten,,,5,5,,,
And Then Along Came Zeus,5,A,3,Frank Karsten,,,5,5,,,
Chernabog - Evildoer,5,A,3,Frank Karsten,,,5,5,,,
Kida - Protector of Atlantis,5,A,3,Frank Karsten,,,5,5,,,
Prince Eric - Expert Helmsman,5,A,3,Frank Karsten,,,5,5,,,
Don Karnage - Prince of Pirates,4,B+,3,Frank Karsten,,,5,4,,,
Maid Marian - Delightful Dreamer,4,B+,3,Frank Karsten,,,5,4,,,
Maleficent - Mistress of All Evil,4,B+,3,Frank Karsten,,,5,4,,,
Perdita - Devoted Mother,4,B+,3,Frank Karsten,,,4,4,,,
Pyros - Lava Titan,4,B+,3,Frank Karsten,,,5,4,,,
Helga Sinclair - Femme Fatale,4,B+,3,Frank Karsten,,,4,4,,,
Peter Pan - Pirate's Bane,4,B+,3,Frank Karsten,,,5,4,,,
Pluto - Determined Defender,4,B+,3,Frank Karsten,,,5,4,,,
Robin Hood - Daydreamer,4,B+,3,Frank Karsten,,,5,4,,,
Nani - Protective Sister,4,B+,3,Frank Karsten,,,5,4,,,
Simba - Rightful King,4,B+,3,Frank Karsten,,,5,4,,,
Mr. Snoops - Inept Businessman,4,B+,3,Frank Karsten,,,5,4,,,
Captain Hook - Master Swordsman,4,B+,3,Frank Karsten,,,5,4,,,
Genie - Supportive Friend,4,B+,3,Frank Karsten,,,4,4,,,
Lyle Tiberius Rourke - Cunning Mercenary,4,B+,3,Frank Karsten,,,4,4,,,
Mama Odie - Voice of Wisdom,4,B+,3,Frank Karsten,,,4,4,,,
Mr. Smee - Bumbling Mate,4,B,3,Frank Karsten,,,4,4,,,
Helga Sinclair - Right-Hand Woman,4,B,3,Frank Karsten,,,4,4,,,
Jim Hawkins - Space Traveler,4,B,3,Frank Karsten,,,4,4,,,
Eeyore - Overstuffed Donkey,4,B,3,Frank Karsten,,,4,4,,,
Little John - Robin's Pal,4,B,3,Frank Karsten,,,4,4,,,
Razoul - Palace Guard,4,B,3,Frank Karsten,,,4,4,,,
Sir Hiss - Aggravating Asp,4,B,3,Frank Karsten,,,4,4,,,
Gramma Tala - Keeper of Ancient Stories,4,B,3,Frank Karsten,,,4,4,,,
Maui - Whale,4,B,3,Frank Karsten,,,4,4,,,
King Louie - Bandleader,4,B,3,Frank Karsten,,,4,4,,,
Pluto - Mickey's Clever Friend,4,B,3,Frank Karsten,,,4,4,,,
Webby Vanderquack - Enthusiastic Duck,4,B,3,Frank Karsten,,,4,4,,,
Kida - Royal Warrior,4,B,3,Frank Karsten,,,4,4,,,
Alice - Tea Alchemist,4,B,3,Frank Karsten,,,4,4,,,
Rolly - Hungry Pup,4,B,3,Frank Karsten,,,4,4,,,
Magic Broom - Swift Cleaner,4,B,3,Frank Karsten,,,4,4,,,
The Queen's Castle - Mirror Chamber,4,B-,3,Frank Karsten,,,4,4,,,
Pongo - Determined Father,4,B-,3,Frank Karsten,,,4,4,,,
Louie - Chill Nephew,4,B-,3,Frank Karsten,,,4,4,,,
Stratos - Tornado Titan,4,B-,3,Frank Karsten,,,4,4,,,
Billy Bones - Keeper of the Map,4,B-,3,Frank Karsten,,,4,4,,,
Friar Tuck - Priest of Nottingham,4,B-,3,Frank Karsten,,,4,4,,,
Motunui - Island Paradise,4,B-,3,Frank Karsten,,,4,4,,,
Ursula - Sea Witch,4,B-,3,Frank Karsten,,,3,4,,,
Mufasa - Champion of the Pride Lands,4,B-,3,Frank Karsten,,,4,4,,,
Lucky - The 15th Puppy,4,B-,3,Frank Karsten,,,3,4,,,
Chernabog's Followers - Creatures of Evil,4,B-,3,Frank Karsten,,,4,4,,,
Stitch - Covert Agent,4,B-,3,Frank Karsten,,,4,4,,,
Stitch - Little Rocket,4,B-,3,Frank Karsten,,,3,4,,,
Gustav the Giant - Terror of the Kingdom,4,B-,3,Frank Karsten,,,4,4,,,
Ariel - Adventurous Collector,4,B-,3,Frank Karsten,,,4,4,,,
Flintheart Glomgold - Lone Cheater,4,B-,3,Frank Karsten,,,4,4,,,
Magic Carpet - Flying Rug,4,B-,3,Frank Karsten,,,4,4,,,
Moana - Undeterred Voyager,4,B-,3,Frank Karsten,,,4,4,,,
Iago - Pretty Polly,4,B-,3,Frank Karsten,,,4,4,,,
Wildcat - Mechanic,4,B-,3,Frank Karsten,,,4,4,,,
Ba-Boom!,4,B-,3,Frank Karsten,,,4,4,,,
Lythos - Rock Titan,4,B-,3,Frank Karsten,,,4,4,,,
John Silver - Greedy Treasure Seeker,4,B-,3,Frank Karsten,,,4,4,,,
Rufus - Orphanage Cat,4,B-,3,Frank Karsten,,,4,4,,,
Della Duck - Unstoppable Mom,4,B-,3,Frank Karsten,,,3,4,,,
Distract,4,B-,3,Frank Karsten,,,4,4,,,
Maui's Place of Exile - Hidden Island,4,B-,3,Frank Karsten,,,4,4,,,
Patch - Intimidating Pup,4,B-,3,Frank Karsten,,,4,4,,,
Milo Thatch - King of Atlantis,3,C+,3,Frank Karsten,,,3,3,,,
Hades - Hotheaded Ruler,3,C+,3,Frank Karsten,,,4,3,,,
Cursed Merfolk - Ursula's Handiwork,3,C+,3,Frank Karsten,,,3,3,,,
HeiHei - Accidental Explorer,3,C+,3,Frank Karsten,,,4,3,,,
Piglet - Pooh Pirate Captain,3,C+,3,Frank Karsten,,,4,3,,,
Little John - Resourceful Outlaw,3,C+,3,Frank Karsten,,,4,3,,,
Wendy Darling - Authority on Peter Pan,3,C+,3,Frank Karsten,,,4,3,,,
Dalmatian Puppy - Tail Wagger,3,C+,3,Frank Karsten,,,4,3,,,
Magica De Spell - Ambitious Witch,3,C+,3,Frank Karsten,,,4,3,,,
Heart of Atlantis,3,C+,3,Frank Karsten,,,3,3,,,
Gramma Tala - Spirit of the Ocean,3,C+,3,Frank Karsten,,,4,3,,,
Hydros - Ice Titan,3,C+,3,Frank Karsten,,,4,3,,,
Dewey - Showy Nephew,3,C+,3,Frank Karsten,,,4,3,,,
Kit Cloudkicker - Tough Guy,3,C+,3,Frank Karsten,,,4,3,,,
Nala - Fierce Friend,3,C+,3,Frank Karsten,,,4,3,,,
Robin Hood - Beloved Outlaw,3,C+,3,Frank Karsten,,,4,3,,,
Kida - Atlantean,3,C+,3,Frank Karsten,,,4,3,,,
Milo Thatch - Clever Cartographer,3,C+,3,Frank Karsten,,,4,3,,,
Starkey - Devious Pirate,3,C+,3,Frank Karsten,,,4,3,,,
Heal What Has Been Hurt,3,C+,3,Frank Karsten,,,4,3,,,
Huey - Savvy Nephew,3,C+,3,Frank Karsten,,,4,3,,,
Ursula - Deceiver of All,3,C+,3,Frank Karsten,,,4,3,,,
Bernard - Brand-New Agent,3,C+,3,Frank Karsten,,,4,3,,,
Thaddeus E. Klang - Metallic Leader,3,C+,3,Frank Karsten,,,4,3,,,
Cubby - Mighty Lost Boy,3,C+,3,Frank Karsten,,,4,3,,,
Nutsy - Vulture Henchman,3,C+,3,Frank Karsten,,,4,3,,,
Jafar - Striking Illusionist,3,C+,3,Frank Karsten,,,4,3,,,
Helga Sinclair - Vengeful Partner,3,C+,3,Frank Karsten,,,4,3,,,
Chief Tui - Proud of Motunui,3,C+,3,Frank Karsten,,,4,3,,,
Rafiki - Mystical Fighter,3,C+,3,Frank Karsten,,,4,3,,,
Slightly - Lost Boy,3,C+,3,Frank Karsten,,,4,3,,,
Jim Hawkins - Thrill Seeker,3,C,3,Frank Karsten,,,3,3,,,
Queen of Hearts - Wonderland Empress,3,C,3,Frank Karsten,,,3,3,,,
The Queen - Hateful Rival,3,C,3,Frank Karsten,,,3,3,,,
How Far I'll Go,3,C,3,Frank Karsten,,,2,3,,,
McDuck Manor - Scrooge's Mansion,3,C,3,Frank Karsten,,,3,3,,,
Moana - Born Leader,3,C,3,Frank Karsten,,,3,3,,,
Flotsam - Riffraff,3,C,3,Frank Karsten,,,3,3,,,
Joshua Sweet - The Doctor,3,C,3,Frank Karsten,,,3,3,,,
Sumerian Talisman,3,C,3,Frank Karsten,,,3,3,,,
Zazu - Steward of the Pride Lands,3,C,3,Frank Karsten,,,3,3,,,
Genie - Cramped in the Lamp,3,C,3,Frank Karsten,,,3,3,,,
Magica De Spell - Thieving Sorceress,3,C,3,Frank Karsten,,,3,3,,,
Pua - Potbellied Buddy,3,C,3,Frank Karsten,,,3,3,,,
Captain Hook's Rapier,3,C,3,Frank Karsten,,,2,3,,,
Strike a Good Match,3,C,3,Frank Karsten,,,3,3,,,
Tinker Bell - Generous Fairy,3,C,3,Frank Karsten,,,2,3,,,
The Firebird - Force of Destruction,3,C,3,Frank Karsten,,,3,3,,,
Morph - Space Goo,3,C,3,Frank Karsten,,,3,3,,,
Pride Lands - Pride Rock,3,C,3,Frank Karsten,,,2,3,,,
Scroop - Backstabber,3,C,3,Frank Karsten,,,3,3,,,
Kit Cloudkicker - Navigator,3,C,3,Frank Karsten,,,3,3,,,
Robin's Bow,3,C,3,Frank Karsten,,,2,3,,,
Forbidden Mountain - Maleficent's Castle,3,C,3,Frank Karsten,,,3,3,,,
Mickey Mouse - Stalwart Explorer,3,C,3,Frank Karsten,,,3,3,,,
The Queen - Mirror Seeker,3,C,3,Frank Karsten,,,3,3,,,
Last-Ditch Effort,3,C,3,Frank Karsten,,,2,3,,,
Milo Thatch - Spirited Scholar,3,C,3,Frank Karsten,,,3,3,,,
Rise of the Titans,3,C,3,Frank Karsten,,,3,3,,,
De Vil Manor - Cruella's Estate,3,C,3,Frank Karsten,,,3,3,,,
Never Land - Mermaid Lagoon,3,C,3,Frank Karsten,,,3,3,,,
Nottingham - Prince John's Castle,3,C,3,Frank Karsten,,,3,3,,,
Baloo - von Bruinwald XIII,3,C,3,Frank Karsten,,,2,3,,,
Peter Pan - Lost Boy Leader,3,C,3,Frank Karsten,,,3,3,,,
Simba - Scrappy Cub,2,C-,3,Frank Karsten,,,1,2,,,
Diablo - Faithful Pet,2,C-,3,Frank Karsten,,,3,2,,,
Prince John - Phony King,2,C-,3,Frank Karsten,,,1,2,,,
Wendy Darling - Talented Sailor,2,C-,3,Frank Karsten,,,3,2,,,
Captain Amelia - First in Command,2,C-,3,Frank Karsten,,,3,2,,,
Fang - River City,2,C-,3,Frank Karsten,,,3,2,,,
Kuzco's Palace - Home of the Emperor,2,C-,3,Frank Karsten,,,3,2,,,
Magic Broom - The Big Sweeper,2,C-,3,Frank Karsten,,,3,2,,,
Ursula - Deceiver,2,C-,3,Frank Karsten,,,3,2,,,
Audrey Ramirez - The Engineer,2,C-,3,Frank Karsten,,,3,2,,,
Kakamora - Menacing Sailor,2,C-,3,Frank Karsten,,,1,2,,,
Orville - Ace Pilot,2,C-,3,Frank Karsten,,,3,2,,,
RLS Legacy - Solar Galleon,2,C-,3,Frank Karsten,,,1,2,,,
Trigger - Not-So-Sharp Shooter,2,C-,3,Frank Karsten,,,3,2,,,
Maui's Fish Hook,2,C-,3,Frank Karsten,,,3,2,,,
Shenzi - Hyena Pack Leader,2,C-,3,Frank Karsten,,,3,2,,,
Lena Sabrewing - Rebellious Teenager,2,C-,3,Frank Karsten,,,3,2,,,
99 Puppies,2,C-,3,Frank Karsten,,,1,2,,,
Agrabah - Marketplace,2,C-,3,Frank Karsten,,,3,2,,,
Jafar - Lamp Thief,2,C-,3,Frank Karsten,,,3,2,,,
Minnie Mouse - Musical Artist,2,C-,3,Frank Karsten,,,3,2,,,
I Will Find My Way,2,C-,3,Frank Karsten,,,3,2,,,
It Calls Me,2,C-,3,Frank Karsten,,,3,2,,,
Cleansing Rainwater,2,C-,3,Frank Karsten,,,3,2,,,
Boss's Orders,2,C-,3,Frank Karsten,,,3,2,,,
Heart of Te Fiti,2,C-,3,Frank Karsten,,,3,2,,,
Scrooge McDuck - Richest Duck in the World,2,C-,3,Frank Karsten,,,1,2,,,
Jetsam - Riffraff,2,C-,3,Frank Karsten,,,3,2,,,
Maui - Soaring Demigod,2,C-,3,Frank Karsten,,,1,2,,,
The Sorcerer's Tower - Wondrous Workspace,2,C-,3,Frank Karsten,,,3,2,,,
Tiana's Palace - Jazz Restaurant,2,C-,3,Frank Karsten,,,1,2,,,
Bestow a Gift,2,C-,3,Frank Karsten,,,3,2,,,
Minnie Mouse - Funky Spelunker,2,C-,3,Frank Karsten,,,3,2,,,
Treasure Guardian - Protector of the Cave,2,C-,3,Frank Karsten,,,1,2,,,
Lucky Dime,2,C-,3,Frank Karsten,,,1,2,,,
Pluto - Friendly Pooch,1,D,3,Frank Karsten,,,1,1,,,
Skippy - Energetic Rabbit,1,D,3,Frank Karsten,,,1,1,,,
Magica De Spell - The Midas Touch,1,D,3,Frank Karsten,,,1,1,,,
The Bayou - Mysterious Swamp,1,D,3,Frank Karsten,,,1,1,,,
Aurelian Gyrosensor,1,D,3,Frank Karsten,,,1,1,,,
Sheriff of Nottingham - Corrupt Official,1,D,3,Frank Karsten,,,1,1,,,
Peter Pan - Never Land Hero,1,D,3,Frank Karsten,,,1,1,,,
Scrooge McDuck - Uncle Moneybags,1,D,3,Frank Karsten,,,1,1,,,
Miss Bianca - Rescue Aid Society Agent,1,D,3,Frank Karsten,,,1,1,,,
Tinker Bell - Very Clever Fairy,1,D,3,Frank Karsten,,,1,1,,,
Olympus Would Be That Way,1,D,3,Frank Karsten,,,1,1,,,
The Bare Necessities,1,D,3,Frank Karsten,,,1,1,,,
Gizmosuit,1,D,3,Frank Karsten,,,1,1,,,
Has Set My Heaaaaaaart...,1,D,3,Frank Karsten,,,1,1,,,
Mickey Mouse - Trumpeter,1,D,3,Frank Karsten,,,1,1,,,
Vault Door,1,D,3,Frank Karsten,,,1,1,,,
Mama Odie - Mystical Maven,1,D,3,Frank Karsten,,,1,1,,,
Gyro Gearloose - Gadget Whiz,1,D,3,Frank Karsten,,,1,1,,,
I've Got a Dream,1,D,3,Frank Karsten,,,1,1,,,
Repair,1,D,3,Frank Karsten,,,1,1,,,
The Boss Is on a Roll,1,D,3,Frank Karsten,,,1,1,,,
The Lamp,1,D,3,Frank Karsten,,,1,1,,,
Jolly Roger - Hook's Ship,1,D,3,Frank Karsten,,,1,1,,,
Quick Patch,1,D,3,Frank Karsten,,,1,1,,,
Wildcat's Wrench,1,D,3,Frank Karsten,,,1,1,,,
Magic Broom - Dancing Duster,1,D,3,Frank Karsten,,,1,1,,,
Voyage,1,D,3,Frank Karsten,,,1,1,,,
Map of Treasure Planet,1,D,3,Frank Karsten,,,1,1,,,
Kit Cloudkicker - Spunky Bear Cub,0,F,3,Frank Karsten,,,1,0,,,
Divebomb,0,F,3,Frank Karsten,,,1,0,,,
Belle's House - Maurice's Workshop,0,F,3,Frank Karsten,,,1,0,,,
Friend Like Me,0,F,3,Frank Karsten,,,1,0,,,
On Your Feet! Now!,0,F,3,Frank Karsten,,,0,0,,,
Airfoil,0,F,3,Frank Karsten,,,1,0,,,
The Sorcerer's Hat,0,F,3,Frank Karsten,,,1,0,,,
Scrooge's Top Hat,0,F,3,Frank Karsten,,,0,0,,,
Starlight Vial,0,F,3,Frank Karsten,,,0,0,,,
Belle - Accomplished Mystic,5,A,4,Frank Karsten,,,5,5,,,
Diablo - Devoted Herald,5,A,4,Frank Karsten,,,5,5,,,
Cri-Kee - Lucky Cricket,5,A,4,Frank Karsten,,,5,5,,,
Hercules - Beloved Hero,5,A,4,Frank Karsten,,,5,5,,,
Raya - Unstoppable Force,5,A,4,Frank Karsten,,,5,5,,,
Isabela Madrigal - Golden Child,5,A,4,Frank Karsten,,,5,5,,,
Piglet - Sturdy Swordsman,5,A,4,Frank Karsten,,,5,5,,,
Mulan - Elite Archer,5,A,4,Frank Karsten,,,5,5,,,
Ursula - Sea Witch Queen,5,A,4,Frank Karsten,,,5,5,,,
Chien-Po - Imperial Soldier,4,B+,4,Frank Karsten,,,5,4,,,
Goofy - Super Goof,4,B+,4,Frank Karsten,,,5,4,,,
Ariel - Sonic Warrior,4,B+,4,Frank Karsten,,,5,4,,,
Tick-Tock - Ever-Present Pursuer,4,B+,4,Frank Karsten,,,5,4,,,
Sisu - Emboldened Warrior,4,B+,4,Frank Karsten,,,5,4,,,
Jasmine - Desert Warrior,4,B+,4,Frank Karsten,,,4,4,,,
Pluto - Rescue Dog,4,B+,4,Frank Karsten,,,5,4,,,
Sisu - Wise Friend,4,B+,4,Frank Karsten,,,5,4,,,
Flynn Rider - Frenemy,4,B+,4,Frank Karsten,,,5,4,,,
"Flotsam - Ursula's ""Baby""",4,B+,4,Frank Karsten,,,4,4,,,
Julieta Madrigal - Excellent Cook,4,B+,4,Frank Karsten,,,5,4,,,
We Don't Talk About Bruno,4,B+,4,Frank Karsten,,,5,4,,,
Medallion Weights,4,B+,4,Frank Karsten,,,5,4,,,
Noi - Acrobatic Baby,4,B+,4,Frank Karsten,,,5,4,,,
Bruno Madrigal - Out of the Shadows,4,B+,4,Frank Karsten,,,4,4,,,
Gaston - Despicable Dealer,4,B,4,Frank Karsten,,,4,4,,,
Luisa Madrigal - Rock of the Family,4,B,4,Frank Karsten,,,4,4,,,
Dolores Madrigal - Easy Listener,4,B,4,Frank Karsten,,,4,4,,,
Tor - Florist,4,B,4,Frank Karsten,,,4,4,,,
Rapunzel - Appreciative Artist,4,B,4,Frank Karsten,,,4,4,,,
Pegasus - Cloud Racer,4,B,4,Frank Karsten,,,4,4,,,
Pegasus - Gift for Hercules,4,B,4,Frank Karsten,,,4,4,,,
Li Shang - Imperial Captain,4,B,4,Frank Karsten,,,4,4,,,
Minnie Mouse - Musketeer Champion,4,B,4,Frank Karsten,,,4,4,,,
Prince Eric - Seafaring Prince,4,B,4,Frank Karsten,,,4,4,,,
Antonio Madrigal - Animal Expert,4,B,4,Frank Karsten,,,4,4,,,
Belle - Untrained Mystic,4,B,4,Frank Karsten,,,4,4,,,
"Jetsam - Ursula's ""Baby""",4,B,4,Frank Karsten,,,4,4,,,
Hercules - Clumsy Kid,4,B,4,Frank Karsten,,,4,4,,,
Lumiere - Fiery Friend,4,B,4,Frank Karsten,,,4,4,,,
Nessus - River Guardian,4,B,4,Frank Karsten,,,4,4,,,
Pegasus - Flying Steed,4,B,4,Frank Karsten,,,4,4,,,
Elsa - Storm Chaser,4,B,4,Frank Karsten,,,4,4,,,
Namaari - Heir of Fang,4,B,4,Frank Karsten,,,4,4,,,
Heihei - Bumbling Rooster,4,B,4,Frank Karsten,,,4,4,,,
Brawl,4,B,4,Frank Karsten,,,4,4,,,
Cogsworth - Majordomo,4,B-,4,Frank Karsten,,,4,4,,,
Look at this Family,4,B-,4,Frank Karsten,,,4,4,,,
Hades - Meticulous Plotter,4,B-,4,Frank Karsten,,,4,4,,,
Mulan - Armored Fighter,4,B-,4,Frank Karsten,,,4,4,,,
The Mob Song,4,B-,4,Frank Karsten,,,3,4,,,
Camilo Madrigal - Prankster,4,B-,4,Frank Karsten,,,4,4,,,
Tuk Tuk - Lively Partner,4,B-,4,Frank Karsten,,,4,4,,,
Mickey Mouse - Leader of the Band,4,B-,4,Frank Karsten,,,4,4,,,
Magic Broom - Aerial Cleaner,4,B-,4,Frank Karsten,,,4,4,,,
Mirabel Madrigal - Gift of the Family,4,B-,4,Frank Karsten,,,3,4,,,
Luisa Madrigal - Magically Strong One,4,B-,4,Frank Karsten,,,3,4,,,
Donald Duck - Buccaneer,4,B-,4,Frank Karsten,,,4,4,,,
Mickey Mouse - Playful Sorcerer,4,B-,4,Frank Karsten,,,4,4,,,
Daisy Duck - Musketeer Spy,4,B-,4,Frank Karsten,,,4,4,,,
Jaq - Connoisseur of Climbing,4,B-,4,Frank Karsten,,,4,4,,,
Megara - Captivating Cynic,4,B-,4,Frank Karsten,,,3,4,,,
Raya - Fierce Protector,4,B-,4,Frank Karsten,,,4,4,,,
Peter Pan - Shadow Finder,3,C+,4,Frank Karsten,,,3,3,,,
Lefou - Opportunistic Flunky,3,C+,4,Frank Karsten,,,4,3,,,
Magic Broom - Brigade Commander,3,C+,4,Frank Karsten,,,4,3,,,
Stitch - Alien Dancer,3,C+,4,Frank Karsten,,,4,3,,,
Hercules - Daring Demigod,3,C+,4,Frank Karsten,,,3,3,,,
Yao - Imperial Soldier,3,C+,4,Frank Karsten,,,4,3,,,
Second Star to the Right,3,C+,4,Frank Karsten,,,3,3,,,
Donald Duck - Musketeer Soldier,3,C+,4,Frank Karsten,,,4,3,,,
Prince Eric - Ursula's Groom,3,C+,4,Frank Karsten,,,4,3,,,
Bruno Madrigal - Undetected Uncle,3,C+,4,Frank Karsten,,,4,3,,,
Philoctetes - No-Nonsense Instructor,3,C+,4,Frank Karsten,,,4,3,,,
Felix Madrigal - Fun-Loving Family Man,3,C+,4,Frank Karsten,,,4,3,,,
Pain - Immortal Sidekick,3,C+,4,Frank Karsten,,,4,3,,,
Mickey Mouse - Standard Bearer,3,C+,4,Frank Karsten,,,4,3,,,
Agustin Madrigal - Clumsy Dad,3,C+,4,Frank Karsten,,,4,3,,,
Gus - Champion of Cheese,3,C+,4,Frank Karsten,,,4,3,,,
Megara - Liberated One,3,C+,4,Frank Karsten,,,4,3,,,
Li Shang - General's Son,3,C+,4,Frank Karsten,,,4,3,,,
Flotsam & Jetsam - Entangling Eels,3,C+,4,Frank Karsten,,,4,3,,,
Tong - Survivor,3,C+,4,Frank Karsten,,,3,3,,,
Be King Undisputed,3,C+,4,Frank Karsten,,,3,3,,,
Tuk Tuk - Curious Partner,3,C+,4,Frank Karsten,,,4,3,,,
Arges - The Cyclops,3,C+,4,Frank Karsten,,,4,3,,,
Great Stone Dragon,3,C+,4,Frank Karsten,,,4,3,,,
Zeus - Mr. Lightning Bolts,3,C+,4,Frank Karsten,,,4,3,,,
Mickey Mouse - Musketeer Captain,3,C+,4,Frank Karsten,,,3,3,,,
Prince Phillip - Gallant Defender,3,C+,4,Frank Karsten,,,4,3,,,
Winter Camp - Medical Tent,3,C+,4,Frank Karsten,,,4,3,,,
Ursula - Mad Sea Witch,3,C+,4,Frank Karsten,,,4,3,,,
Ursula's Garden - Full of the Unfortunate,3,C+,4,Frank Karsten,,,4,3,,,
Iduna - Caring Mother,3,C+,4,Frank Karsten,,,4,3,,,
Transformed Chef - Castle Stove,3,C+,4,Frank Karsten,,,4,3,,,
Ling - Imperial Soldier,3,C+,4,Frank Karsten,,,4,3,,,
Rajah - Royal Protector,3,C+,4,Frank Karsten,,,4,3,,,
Ursula - Eric's Bride,3,C+,4,Frank Karsten,,,3,3,,,
Magic Broom - Illuminary Keeper,3,C+,4,Frank Karsten,,,4,3,,,
Dang Hu - Talon Chief,3,C+,4,Frank Karsten,,,4,3,,,
Hans - Noble Scoundrel,3,C+,4,Frank Karsten,,,4,3,,,
Olaf - Carrot Enthusiast,3,C+,4,Frank Karsten,,,4,3,,,
Pascal - Inquisitive Pet,3,C,4,Frank Karsten,,,3,3,,,
Max - Loyal Sheepdog,3,C,4,Frank Karsten,,,3,3,,,
Li Shang - Valorous General,3,C,4,Frank Karsten,,,3,3,,,
Anna - True-Hearted,3,C,4,Frank Karsten,,,3,3,,,
The Queen - Diviner,3,C,4,Frank Karsten,,,3,3,,,
Triton - Young Prince,3,C,4,Frank Karsten,,,3,3,,,
Chi-Fu - Imperial Advisor,3,C,4,Frank Karsten,,,3,3,,,
Mirabel Madrigal - Prophecy Finder,3,C,4,Frank Karsten,,,3,3,,,
The Underworld - River Styx,3,C,4,Frank Karsten,,,3,3,,,
Pico - Helpful Toucan,3,C,4,Frank Karsten,,,3,3,,,
Khan - Beloved Steed,3,C,4,Frank Karsten,,,3,3,,,
Olaf - Trusting Companion,3,C,4,Frank Karsten,,,3,3,,,
Aladdin - Brave Rescuer,3,C,4,Frank Karsten,,,3,3,,,
Beast - Thick-Skinned,3,C,4,Frank Karsten,,,3,3,,,
Mrs. Potts - Enchanted Teapot,3,C,4,Frank Karsten,,,3,3,,,
The Muses - Proclaimers of Heroes,3,C,4,Frank Karsten,,,3,3,,,
Mulan - Injured Soldier,3,C,4,Frank Karsten,,,3,3,,,
Anna - Braving the Storm,3,C,4,Frank Karsten,,,3,3,,,
John Silver - Terror of the Realm,3,C,4,Frank Karsten,,,3,3,,,
Pepa Madrigal - Weather Maker,3,C,4,Frank Karsten,,,2,3,,,
Magical Maid - Feather Duster,3,C,4,Frank Karsten,,,3,3,,,
Ursula's Lair - Eye of the Storm,3,C,4,Frank Karsten,,,2,3,,,
Fa Li - Mulan's Mother,3,C,4,Frank Karsten,,,3,3,,,
Daisy Duck - Lovely Lady,3,C,4,Frank Karsten,,,3,3,,,
Aladdin - Resolute Swordsman,3,C,4,Frank Karsten,,,3,3,,,
Ariel - Determined Mermaid,3,C,4,Frank Karsten,,,3,3,,,
Gunther - Interior Designer,3,C,4,Frank Karsten,,,3,3,,,
Sisu - Daring Visitor,3,C,4,Frank Karsten,,,2,3,,,
The Fates - Only One Eye,3,C,4,Frank Karsten,,,3,3,,,
Ariel - Treasure Collector,3,C,4,Frank Karsten,,,2,3,,,
Triton - Discerning King,3,C,4,Frank Karsten,,,2,3,,,
Fortisphere,3,C,4,Frank Karsten,,,3,3,,,
