Card Name,Rating - Draftmancer,Rating - AF,Set,Source,Notes
Robin Hood - Capable Fighter,3,C,2,Frank Karsten,
Eli La Bouff - Big Daddy,3,C,2,Frank Karsten,
Four Dozen Eggs,3,C,2,Frank Karsten,
Cinderella - Knight in Training,3,C,2,Frank Karsten,
Raya - Warrior of Kumandra,3,C,2,Frank Karsten,
Mouse Armor,3,C,2,Frank Karsten,
Go the Distance,3,C,2,Frank Karsten,
Pete - Bad Guy,3,C,2,Frank Karsten,
Flynn Rider - Confident Vagabond,3,C,2,Frank Karsten,
Tiana - Diligent Waitress,3,C,2,Frank Karsten,
Pinocchio - Star Attraction,2,C-,2,Frank Karsten,
Hiram Flaversham - Toymaker,2,C-,2,Frank Karsten,
Madam Mim - Rival of Merlin,2,C-,2,Frank Karsten,
Mickey Mouse - Friendly Face,2,C-,2,Frank Karsten,
Goofy - Knight for a Day,2,C-,2,Frank Karsten,
Legend of the Sword in the Stone,2,C-,2,Frank Karsten,
Last Cannon,2,C-,2,Frank Karsten,
Bounce,2,C-,2,Frank Karsten,
Last Stand,2,C-,2,Frank Karsten,
Judy Hopps - Optimistic Officer,2,C-,2,Frank Karsten,
Arthur - Wizard's Apprentice,2,C-,2,Frank Karsten,
Dinner Bell,2,C-,2,Frank Karsten,
The Huntsman - Reluctant Enforcer,2,C-,2,Frank Karsten,
Gaston - Baritone Bully,2,C-,2,Frank Karsten,
Merlin - Squirrel,2,C-,2,Frank Karsten,
Nana - Darling Family Pet,2,C-,2,Frank Karsten,
Bucky - Squirrel Squeak Tutor,2,C-,2,Frank Karsten,
Tiana - Celebrating Princess,2,C-,2,Frank Karsten,
Noi - Orphaned Thief,2,C-,2,Frank Karsten,
Hold Still,2,C-,2,Frank Karsten,
Jiminy Cricket - Pinocchio's Conscience,2,C-,2,Frank Karsten,
Belle - Bookworm,2,C-,2,Frank Karsten,
Pain - Underworld Imp,2,C-,2,Frank Karsten,
Dopey - Always Playful,2,C-,2,Frank Karsten,
Jasmine - Heir of Agrabah,2,C-,2,Frank Karsten,
